Symbol,Date,Quantity,Price,c. price_unnamed: 4_level_1_c. price_c. price,Proceeds,Commission,Basis,realized p/l_unnamed: 8_level_1_realized p/l_realized p/l,mtm p/l_mtm in usd_mtm p/l_mtm p/l,code_code_code_code
AAPL,2025-01-16 11:28:57,-2168.0,230.524681273,228.2600,499777.51,-176.95,-499600.56,0.00,4909.83,O;P;SO
AAPL,2025-01-23 14:08:17,2168.0,222.75,223.6600,-482922.0,-162.68,499600.56,16515.88,1972.88,C;P;SO
AAPL,2025-01-24 12:40:48,2252.0,222.0,222.7800,-499944.0,-168.98,500112.98,0.00,1756.56,O;SO
AAPL,2025-01-27 14:07:24,-2252.0,231.290390764,229.8600,520865.96,-183.85,-500112.98,20569.13,3221.24,C;P;SO
AAPL,2025-06-25 11:22:45,1237.0,202.0,201.5600,-249874.0,-92.82,249966.82,0.00,-544.28,O;P
AAPL,2025-07-08 10:31:57,1196.0,209.7,210.0100,-250801.2,-89.73,250890.93,0.00,370.76,O;P
AAPL,2025-07-17 10:05:57,-1216.0,210.43,210.0200,255882.88,-91.43,-245723.24,10068.21,498.56,C;P
AAPL,2025-07-30 12:21:09,-1237.0,210.375,209.0500,260233.88,-93.01,-255134.50,800.36,1639.02,C;O;P
AAPL,2025-07-30 12:45:23,20.0,210.02,209.0500,-4200.4,-2.5,4206.00,3.10,-19.40,C
ADBE,2025-06-30 09:46:13,650.0,387.936615385,386.8800,-252158.8,-48.77,252207.57,0.00,-686.80,IM;O;P
ADBE,2025-07-09 11:56:44,-650.0,374.563076923,373.3800,243466.0,-48.88,-252207.57,-8790.45,769.00,C;P
ADBE,2025-07-23 10:26:12,400.0,373.6075,372.4600,-149443.0,-30.01,149473.01,0.00,-459.00,O
ADBE,2025-07-31 09:30:37,-400.0,357.964425,357.6900,143185.77,-30.08,-149473.01,-6317.32,109.77,C
ALL,2025-01-06 14:03:00,800.0,188.7,185.9100,-150960.0,-60.03,151020.03,0.00,-2232.00,O;P;SO
ALL,2025-01-14 10:29:14,812.0,185.0,186.8100,-150220.0,-60.93,150280.93,0.00,1469.72,O;P;SO
ALL,2025-01-15 11:07:56,530.0,188.785943396,188.0300,-100056.55,-39.77,100096.32,0.00,-400.65,O;P;SO
ALL,2025-02-11 09:30:00,-2142.0,186.9,189.4300,400339.8,-172.21,-401397.28,-1229.69,-5419.26,C;P;SO
AMZN,2025-02-21 13:47:27,2320.0,215.669377586,216.5800,-500352.96,-174.1,500527.06,0.00,2112.64,O;P;SO
AMZN,2025-02-26 13:33:24,-1089.0,214.93,214.3500,234058.77,-88.4,-234939.95,-969.58,631.62,C;P;SO
AMZN,2025-03-12 11:04:32,-1231.0,195.5,198.8900,240660.5,-99.26,-265587.11,-25025.87,-4173.09,C;P
AMZN,2025-05-01 14:43:59,2660.0,190.5,190.2000,-506730.0,-199.59,506929.59,0.00,-798.00,O;P
AMZN,2025-05-01 16:02:44,-2660.0,181.619605263,190.2000,483108.15,-213.47,-506929.59,-24034.91,-22823.85,C;P
AMZN,2025-09-23 12:49:12,673.0,222.769,220.7100,-149923.54,-50.49,149974.03,0.00,-1385.71,IA;O
AMZN,2025-09-25 14:29:48,920.0,217.00811087,218.1500,-199647.46,-69.02,199716.48,0.00,1050.54,IA;O
AMZN,2025-09-29 10:08:04,2258.0,221.38,222.1700,-499876.04,-169.4,500045.44,0.00,1783.82,O
AMZN,2025-10-01 10:53:43,683.0,219.78465593,220.6300,-150112.92,-51.24,150164.16,0.00,577.37,O
AMZN,2025-10-14 09:31:09,-2258.0,214.007849646,216.3900,483229.72,-169.77,-496958.10,-13898.15,-5378.90,C
AMZN,2025-11-06 10:37:18,-600.0,245.5,243.0400,147300.0,-45.11,-132873.01,14381.87,1476.00,C
AMZN,2025-11-07 09:24:01,-500.0,241.32,244.4100,120660.0,-37.59,-110727.51,9894.90,-1545.00,C
AMZN,2025-11-14 09:30:19,-673.0,235.140011144,234.6900,158249.23,-51.6,-148752.07,9445.56,302.86,C;P
AMZN,2025-11-18 10:47:40,-503.0,224.06,222.5500,112702.18,-37.82,-110589.42,2074.94,759.53,C
ANF,2025-02-14 09:46:05,2284.0,109.741346322,112.0700,-250649.24,-171.4,250820.63,0.00,5318.64,O;P
ANF,2025-02-19 13:37:10,951.0,105.118948475,105.1100,-99968.12,-71.37,100039.49,0.00,-8.51,O;P;SO
ANF,2025-02-24 10:05:06,-3235.0,99.522640495,102.1500,321955.74,-252.26,-350860.12,-29156.64,-8499.51,C;P;SO
ARGT,2025-01-14 09:47:52,2877.0,86.8,87.5600,-249723.6,-215.88,249939.48,0.00,2186.52,O;P;SO
ARGT,2025-01-15 11:07:36,1131.0,88.339089302,88.4200,-99911.51,-84.88,99996.39,0.00,91.51,O;P;SO
ARGT,2025-01-17 12:59:07,3541.0,84.72,84.8300,-299993.52,-265.7,300259.22,0.00,389.51,O;P;SO
ARGT,2025-01-27 13:58:08,3000.0,83.101376667,83.8300,-249304.13,-225.11,249529.24,0.00,2185.87,O;P;SO
ARGT,2025-02-11 10:25:18,-10549.0,83.2,83.1800,877676.8,-817.69,-899724.32,-22865.21,210.98,C;P;SO
ARGT,2025-03-03 10:36:57,1792.0,83.801216518,81.7000,-150171.78,-134.48,150306.26,0.00,-3765.38,O;P
ARGT,2025-03-27 11:28:00,-1792.0,85.484191964,85.1400,153187.67,-139.04,-150306.26,2742.37,616.79,C;P
ARGT,2025-03-28 10:10:13,1800.0,84.0,83.2100,-151200.0,-135.06,151335.06,0.00,-1422.00,O
ARGT,2025-03-31 09:41:43,-1800.0,79.92115,80.7700,143858.07,-139.38,-151335.06,-7616.37,-1527.93,C;P
ARGT,2025-06-10 15:46:38,3400.0,88.13,87.7600,-299642.0,-255.12,299897.12,0.00,-1258.00,O;P
ARGT,2025-06-30 13:57:11,-3400.0,83.525771765,84.7300,283987.62,-255.72,-299897.12,-16165.21,-4094.38,C;P
ARGT,2025-09-22 09:19:13,4800.0,73.472708333,74.3900,-352669.0,-360.11,353029.11,0.00,4403.00,O;P
ARGT,2025-10-01 11:10:00,-4800.0,68.103514583,67.5500,326896.87,-354.89,-353029.11,-26487.13,2656.87,C;P
B,2025-05-20 11:29:27,10741.0,18.607858672,18.6700,-199867.01,-806.07,200673.08,0.00,667.46,O;P
B,2025-06-03 04:00:05,-10741.0,19.898448003,20.0900,213729.23,-807.73,-200673.08,12248.42,-2057.46,C;P
B,2025-07-23 09:49:14,16000.0,21.88531,21.6100,-350164.96,-1200.43,351365.39,0.00,-4404.96,O
B,2025-08-21 10:38:11,-8000.0,25.39,25.5300,203120.0,-601.5,-175682.70,26835.80,-1120.00,C
B,2025-10-09 14:58:23,3000.0,32.839216667,33.0400,-98517.65,-225.07,98742.72,0.00,602.35,O
B,2025-10-16 09:50:38,-4500.0,35.810233333,35.6500,161146.05,-338.35,-98821.52,61986.19,721.05,C
B,2025-10-23 09:32:24,3000.0,32.239295,31.9400,-96717.88,-225.07,96942.95,0.00,-897.88,O
B,2025-11-12 10:50:57,-3000.0,37.422083333,37.3300,112266.25,-225.56,-65881.01,46159.68,276.25,C
B,2025-12-29 07:04:43,-2500.0,45.001,44.0200,112502.5,-187.92,-76808.65,35505.94,2452.50,C
BBWI,2025-06-03 15:23:51,5500.0,27.256745455,27.1500,-149912.1,-412.75,150324.85,0.00,-587.10,O;P
BBWI,2025-06-13 14:06:23,-5500.0,25.582290909,25.2100,140702.6,-413.65,-150324.85,-10035.90,2047.60,C;P
BCS,2025-03-26 10:02:03,3082.0,16.225,16.0600,-50005.45,-231.29,50236.74,0.00,-508.53,O
BCS,2025-03-27 11:20:24,6000.0,15.927083333,15.8800,-95562.5,-450.24,96012.74,0.00,-282.50,O;P
BCS,2025-03-28 10:13:19,-9082.0,15.434844748,15.3900,140179.26,-686.97,-146249.49,-6757.20,407.28,C;P
BYDDY,2025-06-26 12:03:46,2083.0,96.0,95.7200,-199968.0,-156.23,200124.23,0.00,-583.24,O;P
BYDDY,2025-07-10 09:30:46,-2083.0,91.682774844,91.7200,190975.22,-156.57,-200124.23,-9305.58,-77.54,C;P
CALM,2025-02-19 09:39:38,2744.0,91.284766764,92.0400,-250485.4,-205.93,250691.33,0.00,2072.36,O;P;SO
CALM,2025-02-19 09:41:14,1101.0,90.97729337,92.0400,-100166.0,-82.61,100248.61,0.00,1170.04,O;P;SO
CALM,2025-02-26 13:33:15,-2036.0,87.697701375,87.8900,178552.52,-158.1,-185963.39,-7568.97,-391.52,C;P;SO
CALM,2025-03-11 09:36:14,-1809.0,85.6,87.6300,154850.4,-140.34,-164976.55,-10266.49,-3672.27,C;P
CALM,2025-05-28 14:29:45,2140.0,93.6,93.4500,-200304.0,-160.57,200464.57,0.00,-321.00,O;SO
CALM,2025-06-04 12:09:19,-940.0,95.546585106,95.4000,89813.79,-70.7,-88054.53,1688.56,137.79,C;P
CALM,2025-06-10 15:43:38,-1200.0,96.11,96.1000,115332.0,-90.25,-112410.04,2831.70,12.00,C;P
CCL,2025-01-23 14:03:29,19669.0,25.578384768,25.6100,-503101.25,-1476.03,504577.28,0.00,621.84,O;P;SO
CCL,2025-01-28 11:01:10,-19669.0,27.623546494,27.7700,543327.54,-1494.42,-504577.28,37255.83,-2880.59,C;P;SO
CCL,2025-02-03 09:42:55,18726.0,26.69,27.0500,-499796.94,-1405.11,501202.05,0.00,6741.36,O;P;SO
CCL,2025-02-11 13:25:14,-18726.0,25.350645146,25.6100,474716.18,-1421.5,-501202.05,-27907.37,-4856.68,C;IM;P;SO
CCL,2025-02-18 10:25:26,2725.0,25.89,25.7300,-70550.25,-204.47,70754.72,0.00,-436.00,O;P;SO
CCL,2025-02-18 10:28:40,6931.0,25.995,25.7300,-180171.34,-520.14,180691.49,0.00,-1836.72,O;P;SO
CCL,2025-02-26 13:33:15,-4820.0,24.055,24.1200,115945.1,-365.75,-125371.47,-9792.11,-313.30,C;SO
CCL,2025-03-06 14:21:57,-4836.0,20.930599669,20.8700,101220.38,-366.54,-126074.74,-25220.90,293.06,C;P
DAL,2025-01-03 10:20:53,1327.0,57.34,59.0000,-76090.18,-99.57,76189.75,0.00,2202.82,O;P;SO
